STATUS,INPUT
T,"Vitamin d determines severity in covid-19 so government advice needs to change , experts urge",
F,"Figure d determines severity in covid-19 so government advice needs to change, experts urge",
T,"Uci develops low-cost , accurate covid-19 antibody detection platform",
F,"Rsv develops low-cost, accurate covid-19 antibody detection platform",
F,"Pcr develops low-cost, accurate covid-19 antibody detection platform",
F,"Cdc develops low-cost, accurate covid-19 antibody detection platform",
T,Tga grants provisional determination for covid-19 vaccine,
F,Tga requires provisional determination for covid-19 vaccine,
T,The differential immune responses to covid-19 in peripheral and lung revealed by single-cell rna sequencing,
F,The differential immune responses to covid-19 in peripheral and lung revealed by single-dimensional rna sequencing,
F,The differential immune responses to covid-19 in brain and lung revealed by single-cell rna sequencing,
F,The differential immune responses to covid-19 in peripheral and lung revealed by single-step rna sequencing,
T,Older adults lack sars cov-2 cross-reactive t lymphocytes directed to human coronaviruses oc43 and nl63,
F,Older adults have sars cov-2 cross-reactive t lymphocytes directed to human coronaviruses oc43 and nl63,
F,Older adults had sars cov-2 cross-reactive t lymphocytes directed to human coronaviruses oc43 and nl63,
F,Older adults also sars cov-2 cross-reactive t lymphocytes directed to human coronaviruses oc43 and nl63,
T,"Preliminary results from a multi-centre , randomized , controlled trial .",
F,"Preliminary results from a multi-dose, randomized, controlled trial.",
F,"Preliminary results from a multi-line, randomized, controlled trial.",
T,Florida sheriff bans his deputies and office visitors from wearing masks on a day his county broke records for covid-19 deaths,
F,Florida sheriff backs his deputies and office visitors from wearing masks on a day his county broke records for covid-19 deaths,
T,Inference of sars-cov-2 spike-binding neutralizing antibody titers in sera from hospitalized covid-19 patients by using commercial enzyme and chemiluminescent immunoassays,
F,Inference of sars-cov-2 spike-binding neutralizing antibody titers in sera from non covid-19 patients by using commercial enzyme and chemiluminescent immunoassays,
T,Vitamin k2 deficiency link to covid-19 mortality explained in new paper,
F,Vitamin k2 deficiency link to covid-19 not explained in new paper,
T,Chemists discover the structure of a key coronavirus protein,
F,Researchs discover the structure of a key coronavirus protein,
T,Post-covid syndrome severely damages children 's hearts , immense inflammation causing cardiac blood vessel dilation
F,Post-covid syndrome severely protected children's hearts , immense inflammation causing cardiac blood vessel dilation
T,Proteomics uncovers immunosuppression in covid-19 patients with long disease course,
F,Proteomics studiess immunosuppression in covid-19 patients with long disease course,
F,Proteomics haves immunosuppression in covid-19 patients with long disease course,
F,Proteomics mays immunosuppression in covid-19 patients with long disease course,
T,Coronavirus vaccine to be tested on humans by june 1,
F,Coronavirus vaccine to be tested on animals by june 1,
F,Coronavirus vaccine to be tested on mice by june 1,
F,Coronavirus vaccine to be tested on humans by vaccination 1,
T,Covid-19 lung injury is not high altitude pulmonary edema,
F,Covid-19 lung injury is also high altitude pulmonary edema,
F,Covid-19 lung injury is very high altitude pulmonary edema,
F,Covid-19 lung injury is with high altitude pulmonary edema,
T,Glycosaminoglycan binding motif at s1/s2 proteolytic cleavage site on spike glycoprotein may facilitate novel coronavirus host cell entry,
F,Glycosaminoglycan binding motif at s1/s2 proteolytic cleavage site on spike glycoprotein may inhibit novel coronavirus host cell entry,
T,Danish researchers ' inhalation treatment of covid-19 passes tests in animals,
F,Danish researchers'inhalation treatment of covid-19 passes poorly in animals,
T,Speech by asymptomatic individuals may produce enough aerosolized particles to transmit infection,
F,Speech by asymptomatic individuals may produce enough aerosolized particles to prevent infection,
F,Speech by asymptomatic individuals may produce enough aerosolized particles to avoid infection,
F,Speech by asymptomatic individuals may produce enough aerosolized particles to control infection,
T,Researchers show children are silent spreaders of virus that causes covid-19,
F,Researchers show mutations are silent spreaders of virus that causes covid-19,
F,Researchers show viruses are silent spreaders of virus that causes covid-19,
T,"Keep staying home , you are saving lives inder singh , kinsa",
T,Older adults with existing depression show resilience during the pandemic,
F,Older adults without existing depression show resilience during the pandemic,
F,Older adults with existing infections show resilience during the pandemic,
T,Nobel laureate predicts a quicker coronavirus recovery,
F,Nobel laureate predicts a few coronavirus recovery,
T,Israel to begin clinical trials of brilife covid-19 vaccine !,
F,Israel to complete clinical trials of brilife covid-19 vaccine!,
T,"Commonly used steroid reduces risk of death in sickest coronavirus patients , preliminary study results suggest",
F,"Commonly used steroid increased risk of death in sickest coronavirus patients, preliminary study results suggest",
F,"Commonly used steroid higher risk of death in sickest coronavirus patients, preliminary study results suggest",
T,Survey suggests aerosol is significant form of covid-19 transmission,
F,Survey suggests aerosol is no form of covid-19 transmission,
T,Elevation of plasma angiotensin ii level is a potential pathogenesis for the critically ill covid-19 patients,
F,Loss of plasma angiotensin ii level is a potential pathogenesis for the critically ill covid-19 patients,
F,Inhibition of plasma angiotensin ii level is a potential pathogenesis for the critically ill covid-19 patients,
F,Lack of plasma angiotensin ii level is a potential pathogenesis for the critically ill covid-19 patients,
T,Israeli health ministry approves experimental treatments for coronavirus,
F,Global health ministry approves experimental treatments for coronavirus,
F,Human health ministry approves experimental treatments for coronavirus,
T,Safety and immunogenicity study of 2019-ncov vaccine to prevent sars-cov-2 infection,
F,Safety and immunogenicity study of p-ncov vaccine to prevent sars-cov-2 infection,
F,Safety and immunogenicity study of pre-ncov vaccine to prevent sars-cov-2 infection,
F,Safety and immunogenicity study of c-ncov vaccine to prevent sars-cov-2 infection,
T,Fda approves expanded access to wilmington company 's experimental covid-19 therapy,
F,Fda approves no access to wilmington company's experimental covid-19 therapy,
T,Blood tests show 14 % of people are now immune to covid-19 in one town in germany,
F,Blood tests show 14 % of people are less immune to covid-19 in one town in germany,
F,Blood tests show 14 % of people are now immune to covid-19 in each town in germany,
F,Blood tests show 14 % of people are not immune to covid-19 in one town in germany,
T,Immune system shows abnormal response to covid-19,
F,Immune system shows host response to covid-19,
T,A discrete-time-evolution model to forecast progress of covid-19 outbreak,
F,A discrete-non-evolution model to forecast progress of covid-19 outbreak,
F,A discrete-host-evolution model to forecast progress of covid-19 outbreak,
F,A discrete-and-evolution model to forecast progress of covid-19 outbreak,
T,A cross-reactive human iga monoclonal antibody blocks sars-cov-2 spike-ace2 interaction,
F,A cross-reactive mouse iga monoclonal antibody blocks sars-cov-2 spike-ace2 interaction,
T,Humanized covid-19 decoy antibody effectively blocks viral entry and prevents sars-cov-2 infection,
F,Humanized covid-19 decoy antibody effectively blocks viral entry and prevents prs-cov-2 infection,
F,Humanized covid-19 decoy antibody effectively blocks viral entry and prevents aces-cov-2 infection,
F,Humanized covid-19 decoy antibody effectively blocks viral entry and prevents aps-cov-2 infection,
T,Human mast cells enhance interleukin-6 production by quiescent and lipopolysaccharide-stimulated human coronary artery endothelial cells,
F,Human mast cells inhibit interleukin-6 production by quiescent and lipopolysaccharide-stimulated human coronary artery endothelial cells,
F,Human mast cells suppress interleukin-6 production by quiescent and lipopolysaccharide-stimulated human coronary artery endothelial cells,
T,Early intervention is the key to success in covid-19 control,
F,Early intervention is the risk to success in covid-19 control,
F,Further intervention is the key to success in covid-19 control,
F,Early intervention is the challenge to success in covid-19 control,
T,Tests indicate coronavirus can survive in the air,
F,Tests indicate coronavirus cannot survive in the air,
T,Vaccination is the only acceptable path to herd immunity.,
F,Vaccination is the least acceptable path to herd immunity.,
F,Vaccination is the only acceptable path to herd control.,
F,Vaccination is the only acceptable path to herd exposure.,
